f1c1,f1c2,f1c3,f1c4,f1c5,f1c6,f1c7,f1c8,f1c9,f2c1,f2c2,f2c3,f2c4,f2c5,f2c6,f2c7,f2c8,f2c9,f3c1,f3c2,f3c3,f3c4,f3c5,f3c6,f3c7,f3c8,f3c9,f4c1,f4c2,f4c3,f4c4,f4c5,f4c6,f4c7,f4c8,f4c9,f6c1,f6c2,f6c3,f6c4,f6c5,f6c6,f6c7,f6c8,f6c9,f7c1,f7c2,f7c3,f7c4,f7c5,f7c6,f7c7,f7c8,f7c9,f8c1,f8c2,f8c3,f8c4,f8c5,f8c6,f8c7,f8c8,f8c9,f9c1,f9c2,f9c3,f9c4,f9c5,f9c6,f9c7,f9c8,f9c9,p1c1,p1c2,p1c3,p1c4,p1c5,p1c6,p1c7,p1c8,p1c9,p2c1,p2c2,p2c3,p2c4,p2c5,p2c6,p2c7,p2c8,p2c9,p3c1,p3c2,p3c3,p3c4,p3c5,p3c6,p3c7,p3c8,p3c9,p4c1,p4c2,p4c3,p4c4,p4c5,p4c6,p4c7,p4c8,p4c9,p5c1,p5c2,p5c3,p5c4,p5c5,p5c6,p5c7,p5c8,p5c9,label
2.492667502,1.62973162,1.462948593,1.901728648,1.900557759,2.248184322,1.495151008,1.781406916,1.431968918,11.67375698,7.523068706,7.241785303,5.220003442,5.877808487,5.150731143,3.763646953,3.87894163,2.95148362,1755,1297,1033,1481,1679,961,1467,751,1179,1.732116598,1.505293401,1.156313339,1.665394737,1.713649145,1.366603328,1.606919687,1.177742777,1.427776102,0.335271293,0.246960423,0.174630661,0.316902194,0.33954055,0.208107248,0.305051635,0.20607076,0.252262116,2.131277403,2.083807917,2.028620331,2.107375201,2.11101991,2.064529937,2.087348248,2.00844976,2.046720567,1.052842927,1.052624177,1.051523976,1.052791721,1.052701239,1.052226064,1.052568019,1.050247497,1.051958289,1.117178861,1.050018141,0.968414255,1.081070947,1.078904473,1.017521019,1.060850516,0.913530226,1.014632386,14.13034441,14.54243582,14.98001989,14.61696613,14.65098185,15.05959251,14.86348716,16.11560446,15.836787,6.056727181,5.182270919,4.438211413,5.964296148,6.108326346,4.79483608,5.749486589,5.36400541,5.448199297,8.47242394,6.445206973,4.692737909,7.56717879,8.033314408,5.509861257,7.227453634,5.201266219,6.132714112,45.28394695,33.91534108,22.60703966,40.77479852,43.19118795,28.84407638,37.98656861,23.71241231,30.6171895,38.73389514,28.60936382,18.50367624,34.66658878,36.67558306,23.94712963,31.748139,18.16775897,25.12029638,0
-0.423362496,-0.376196698,0.058738101,-0.126618461,0.148355961,0.212446616,0.218931239,0.123748952,0.215745268,0.490629033,0.827797379,0.939402642,0.528213229,0.438209568,0.563134163,0.712654995,0.821839213,0.729250651,394,310,446,443,466,401,409,431,335,0.608437145,0.533216546,0.513310144,0.630222502,0.596091151,0.541442714,0.46564988,0.579632702,0.437078969,0.379466824,0.33446615,0.312979252,0.335493152,0.378774395,0.256759328,0.280126863,0.241411626,0.269067254,1.724197424,1.710613019,1.718738839,1.775227565,1.738465079,1.762039319,1.708210415,1.757131631,1.653764261,1.031486351,1.032203478,1.031564091,1.033194948,1.032322479,1.032917174,1.031617378,1.032569887,1.030946169,0.60083569,0.577726625,0.589281158,0.631888496,0.593614107,0.615278856,0.581337417,0.625389072,0.548840294,24.11659473,23.58763534,22.69585089,22.7923153,23.61672726,21.59901096,21.98471684,22.26172394,22.90337355,6.20444581,5.638694188,5.282752396,5.382002536,6.1641705,4.826246625,5.012717915,5.543540638,4.655101068,5.374256491,4.825181138,4.636729161,5.56150702,5.230484994,4.974585716,4.118947859,4.991568741,3.973958448,15.74803703,13.79793849,13.53560584,17.38574252,15.06594133,14.71486052,12.01974568,15.6057422,11.25573968,4.486282825,4.127428785,4.030784935,4.95785259,4.657404526,4.280237228,3.692490205,4.713246598,3.379414743,0
1.000143948,0.746479571,0.839753523,1.046410243,1.123083491,1.370112769,0.954855408,0.863690477,0.834972272,3.243215942,3.729667063,4.222739995,4.385364551,4.013915478,3.144326045,3.388178426,2.993102569,3.032247133,191,244,300,319,260,109,262,232,290,0.309496071,0.297564816,0.271303741,0.355799237,0.279607093,0.326493701,0.316907779,0.330142016,0.319030236,0.436648052,0.45648088,0.416927683,0.429554661,0.369486328,0.527128239,0.387390453,0.456982079,0.336348488,1.709980075,1.683373287,1.590317794,1.724776362,1.686707726,1.582507732,1.622065693,1.52333626,1.58076907,1.029523335,1.030404978,1.029544684,1.031330317,1.030998169,1.030639868,1.030309724,1.028729164,1.0296727,0.536563603,0.543063028,0.504788639,0.585670366,0.579170942,0.513454538,0.524286912,0.459292667,0.502622164,17.37586638,17.65049471,19.00844157,18.4790372,17.87465916,19.71302951,19.69151728,22.35750835,21.0442971,4.305598319,3.789434318,3.265566954,4.099349079,3.53086397,3.604087855,3.499355602,3.409512317,3.399800639,3.016627867,2.840295548,2.539532278,3.212969709,2.738227759,2.838978103,2.983108194,2.90504981,2.893111879,8.090424866,7.943526411,7.105510483,9.339060449,7.806635655,8.451572319,8.164988796,8.138484473,8.052641598,2.404217142,2.391715336,2.104179098,2.950583336,2.310458919,2.569793447,2.443251132,2.370997044,2.415810933,0
-1.05045004,-0.751792913,-0.324439237,-0.386552533,-0.380367462,0.35682498,0.013555861,0.739520153,0.073309419,2.254189924,2.651458604,2.391154109,1.995489432,2.11587515,2.303795756,1.9643163,2.465964632,1.766754564,267,279,355,449,389,343,410,249,327,0.388228144,0.325231038,0.339480512,0.462012317,0.418669853,0.410998138,0.400763495,0.338459086,0.393639324,0.452024128,0.445713765,0.508791659,0.50818945,0.456425909,0.471785037,0.496287652,0.393955709,0.491212984,1.677912139,1.637433267,1.609517013,1.706015622,1.690654832,1.673869311,1.63915061,1.613317472,1.54730721,1.027272202,1.026487024,1.025880019,1.025445638,1.026321023,1.025693995,1.028688673,1.026177073,1.028595036,0.53800792,0.511288063,0.506232955,0.548840294,0.538730078,0.514176696,0.492511948,0.486012523,0.455681876,20.08136671,19.22934076,19.73042831,20.32314938,19.69460178,19.3567565,19.60901,19.29628443,22.66018825,5.223083964,4.482153564,4.411268448,6.637303225,6.037018935,6.158280905,5.080082805,4.84251775,4.497443905,3.945153812,3.325954435,3.316660592,4.681254039,4.165741788,3.974016942,3.915323969,3.518240415,3.663061418,8.652172859,7.637838927,7.812714451,10.05667473,9.655045088,9.174335434,9.452225757,7.813281007,9.513969164,2.445535178,2.009747782,2.06703767,2.473097397,2.442804824,2.32892117,2.635409074,2.055433357,2.680166992,0
1.00369065,0.818144276,1.225233002,1.340084584,1.628513307,1.405953184,1.335616141,1.298893083,1.049816428,23.85926603,7.300013854,8.428281464,18.60762498,24.05935179,27.66331701,30.67554122,18.11712714,36.57470924,284,244,230,292,336,248,258,180,212,0.117861276,0.219712919,0.173943096,0.10520808,0.166133096,0.083056672,0.086051812,0.097845155,0.067847151,0.087739908,0.223143923,0.225857429,0.084725338,0.091650527,0.066905385,0.074743526,0.097509496,0.069089955,1.679829439,1.591970419,1.539953736,1.648662243,1.760514352,1.61629861,1.607287327,1.526221659,1.512620058,1.029112942,1.029157345,1.028525174,1.029552926,1.03024343,1.030077439,1.02920144,1.028883541,1.029299289,0.49178979,0.470125041,0.474457991,0.532952812,0.5798931,0.504788639,0.506232955,0.447738135,0.4621813,12.47400497,17.36301405,16.76889303,11.70406625,13.57870606,11.46784546,11.14509645,12.77974357,11.24069519,2.011547689,2.942005817,2.46558348,1.758851525,2.484464292,1.46742142,1.458531046,1.540418632,1.155403356,1.768515284,2.466023279,1.977581918,1.505283869,2.304880843,1.167177169,1.303539114,1.237442372,0.967951182,4.285116049,6.390283396,5.459371171,4.023043701,5.701768312,3.363561608,3.48721038,3.622128986,2.847913498,1.182720273,1.779274311,1.57547486,1.186306148,1.65287954,1.007452736,1.03580384,1.057309381,0.867771174,0
3.883324469,3.052440071,2.507216368,3.060367603,2.510696274,2.473807088,2.276684164,2.00860187,2.044951399,17.52466846,10.26096535,6.322822058,10.23586977,7.843119592,7.263538668,4.780062403,4.821718113,4.443354998,1671,1313,1061,1457,1491,1361,987,1225,995,1.733812714,1.6571201,1.589979267,1.695203175,1.662619876,1.598583165,1.64293203,1.546252387,1.500495774,0.370924123,0.328514721,0.305920077,0.345507916,0.324626964,0.285571789,0.324787464,0.259950212,0.24308706,2.126191844,2.098136108,2.067958434,2.113779225,2.102342246,2.094123222,2.085630246,2.077919338,2.06854766,1.052807548,1.052782565,1.052424707,1.052898243,1.052525106,1.052641821,1.052148927,1.052064392,1.051864634,1.122956128,1.097680588,1.065905623,1.11356807,1.089736847,1.094069796,1.080348789,1.073849365,1.052184616,14.38360586,15.33613517,16.1365748,14.78085669,15.17925297,15.27330798,15.71322414,15.44980035,15.65935295,6.051198613,5.487854335,5.058201299,5.825992435,5.535223491,5.186642315,5.436303948,4.959959637,4.715954256,9.102297825,8.173737001,7.54548566,8.660168566,8.211666349,7.68524025,8.024410197,7.266064931,6.897727216,50.91555808,45.6665357,41.67348975,48.20248802,45.73799979,42.25435009,44.58818883,39.23523041,37.37080751,39.9577933,35.66230061,32.30788391,37.61393999,35.55921128,32.79740235,34.4013085,30.0679218,28.50092477,0
1.18950384,1.597072435,1.904322139,1.447118203,1.330969755,1.868356913,1.735315051,1.799812894,1.847783589,2.446825055,3.247208577,3.642973162,3.248441812,4.715298136,2.670980272,2.805752673,2.610284404,2.362937905,196,158,134,174,121,116,143,120,114,0.350055061,0.266743719,0.220782295,0.24685638,0.219576806,0.251453988,0.285696127,0.246571288,0.288792088,0.313435733,0.300590575,0.270139088,0.21710764,0.179072018,0.251615689,0.269756724,0.240606803,0.254478753,1.712046437,1.657246781,1.628916948,1.681280862,1.74960418,1.668276133,1.71934344,1.653826083,1.711048148,1.028403889,1.028868719,1.028862888,1.029978428,1.029803109,1.029265984,1.029295632,1.030310089,1.030204702,0.553173244,0.524286912,0.510565905,0.544507344,0.569060726,0.524286912,0.538730078,0.525009071,0.571949359,18.66464068,18.01942659,17.31053778,17.26301769,15.85144495,17.31123874,16.94476992,17.1094205,16.78618723,4.407030086,3.806295798,3.358200646,3.315184099,3.123880017,3.418313284,3.785191708,3.227622656,3.749675133,3.764263878,2.687929713,2.197062869,2.639759659,2.545375646,2.535146656,3.051983695,2.475035892,2.796395494,8.540391343,6.849024849,5.969814952,6.724819787,6.754897481,6.915585919,7.775772093,6.832392338,7.719620834,2.418621744,2.035968158,1.749800208,2.000643374,1.917700355,1.990930937,2.222173625,1.993110404,2.297393336,0
0.854949208,1.746871895,2.1734445,2.416270097,1.165091991,2.580319716,1.728585153,2.053215164,1.435139162,1.873385966,3.339419371,3.706869576,3.238381544,2.087242236,3.606307081,2.61418361,2.788561474,2.224580541,304,129,131,101,203,83,107,111,165,0.455777275,0.344939845,0.301994856,0.342749271,0.497085456,0.296028819,0.39801842,0.33450212,0.41677023,0.351330865,0.293735017,0.272751244,0.223377248,0.34816824,0.218796244,0.292292917,0.241259206,0.290843985,1.677177024,1.632631909,1.609654322,1.670007668,1.722806461,1.609426034,1.686482801,1.608627856,1.67207087,1.027962261,1.027643785,1.02650379,1.027501925,1.027239828,1.026425991,1.027529843,1.026964398,1.028130643,0.558228352,0.545229503,0.517787488,0.538730078,0.574115834,0.522120438,0.561839143,0.523564754,0.556061877,21.98775221,20.07430163,19.80430774,19.11788307,21.3661303,19.1698593,20.25199562,20.40806608,21.32706464,5.060952147,3.953362095,3.557617537,3.7754141,5.542593228,3.397757419,4.338655603,3.660387635,4.6386067,4.920224816,3.663748281,3.242715008,3.648846577,5.295621986,3.115311914,4.108958361,3.488065295,4.197420373,11.14030539,8.663783092,7.593383224,8.786553212,12.30165114,7.455517829,10.20803467,8.165405641,10.59549126,2.680775993,2.065002526,1.779867436,2.186996045,2.827771367,1.804336128,2.337818579,2.017917914,2.480147735,0
-0.383976687,-0.647246034,-0.192507387,-0.88620563,-0.491846599,-0.229115786,-0.380279347,-0.255824672,0.294731861,2.734116187,2.754635587,2.196227471,1.757962957,1.942180577,2.330527798,3.23163821,2.23145139,2.301591946,279,229,267,233,295,225,213,201,301,0.322922643,0.289353392,0.312815432,0.342647161,0.39320147,0.271181832,0.338048873,0.27009426,0.379952394,0.243426021,0.245865063,0.294988478,0.279380794,0.306530677,0.234106332,0.245412666,0.288145316,0.305104073,1.59794729,1.555923966,1.539115892,1.570229556,1.615522977,1.538472703,1.60235779,1.514243101,1.586631363,1.02960979,1.030234707,1.029911457,1.030915262,1.028849652,1.030748575,1.028960235,1.028855646,1.031221113,0.507677272,0.488178998,0.474457991,0.499011373,0.506232955,0.481679574,0.467958566,0.452793242,0.500455689,19.70589616,20.02108245,20.61005059,20.33107733,21.45068904,19.34763417,20.76487114,20.28512961,22.06125551,3.960125125,3.556305635,3.295113678,3.46549896,4.703210042,2.722116892,4.019284333,2.711570455,3.831786313,3.203847497,2.926338117,3.178745976,3.354117606,3.82657456,2.818693742,3.475761686,2.707311869,3.45765341,8.498303502,7.96794749,8.677594784,9.116333289,10.00950112,7.685351034,8.725418628,7.272104716,10.3096503,2.445794479,2.433300218,2.496854183,2.824237489,2.680482593,2.342023763,2.347801922,2.099902132,2.945579718,0
-0.348932186,-0.214367323,0.433287273,0.214420615,0.374560325,0.564072253,0.900755087,0.6701895,0.93138558,1.233341676,1.828810689,2.882258114,1.606003426,0.744490551,2.609051192,1.405518461,2.660983402,2.138972157,455,337,281,432,608,398,301,342,322,0.563651505,0.436826779,0.347123962,0.507081467,0.581884909,0.372752033,0.472136395,0.385318775,0.382372052,0.378441388,0.287501008,0.19731608,0.349852152,0.351746068,0.224328436,0.227101916,0.198848296,0.161372515,1.762351688,1.745526732,1.732851045,1.752490271,1.791348764,1.713476549,1.749918743,1.715903608,1.710509268,1.029103749,1.027978825,1.028267363,1.028383474,1.029998755,1.028366816,1.02996308,1.027759246,1.028688619,0.567616409,0.549562452,0.549562452,0.564005618,0.592891949,0.545229503,0.592891949,0.548118136,0.568338568,23.0798712,20.56864122,18.66280732,22.09831987,20.96772474,19.63587641,20.26057167,19.55754862,19.52365311,7.980780819,6.692043125,5.304317934,7.116039069,7.787404651,5.395252308,6.43326082,5.232292307,5.1875736,5.55133537,4.166611989,3.37811433,4.790822452,5.55086933,3.565172414,4.32642116,3.504883627,3.292268064,13.12586141,10.09203354,8.389242529,11.98815586,14.43253857,9.253441647,11.36833608,9.302347735,9.336103098,3.679132319,2.687309193,2.23968329,3.149479533,3.977082599,2.518238587,3.329664095,2.42790604,2.520878543,0
-0.085841798,-0.061260191,0.048352287,0.09865673,-0.008977979,0.068400889,-0.15818252,0.296156617,-0.245259444,1.996071229,1.857582643,1.859363488,1.161171526,2.364372399,1.257179936,1.386490296,1.274842543,1.940064399,315,268,384,378,289,414,429,255,343,0.406139059,0.377985368,0.400027838,0.475840256,0.346994911,0.463789979,0.574734813,0.428695864,0.50502078,0.243195631,0.254401219,0.254072089,0.293112727,0.134659944,0.290556295,0.316536517,0.220249094,0.293330055,1.681840597,1.653025034,1.641408707,1.694138219,1.724228039,1.656223158,1.717447067,1.665205093,1.699895708,1.030156569,1.029558924,1.030480625,1.02960487,1.031177626,1.030725149,1.029936015,1.030032086,1.029867418,0.548840294,0.545951661,0.556061877,0.588558999,0.602280007,0.551006769,0.593614107,0.556784035,0.566894251,20.6465214,21.31269999,21.86683212,21.87829579,17.87050728,23.01519323,23.46280407,22.03895557,22.77000915,4.704399785,4.34459101,4.327387485,5.347988576,4.092391758,4.790788002,6.088322213,4.119021009,5.983834351,4.00018562,3.743991933,3.461621904,4.596691717,3.353743377,3.997084504,5.400259106,3.767319537,4.49514572,10.52448145,9.915284117,10.52775656,11.66823544,9.792587887,11.95101398,14.80210343,11.29872081,12.88632151,2.940958896,2.761842385,2.915439946,3.154562428,2.707482854,3.318118714,4.030486015,3.04977097,3.59672531,0
0.068711843,0.109317596,0.41180398,0.316724632,-0.023290231,0.623480276,0.138731307,0.639272515,0.352956838,1.794240163,1.749679318,1.688540862,1.039473597,1.301867076,1.323391714,0.934469728,1.156094739,0.764800955,376,414,418,372,482,368,398,378,496,0.475581809,0.4315782,0.43673993,0.489339762,0.544408851,0.425087366,0.589600075,0.483094233,0.662116585,0.231296034,0.270218245,0.264750051,0.210488818,0.225381484,0.174687933,0.26519392,0.171055558,0.292564039,1.711917139,1.661882486,1.676776382,1.762729285,1.757156773,1.767143104,1.74981284,1.8053962,1.779405333,1.03254412,1.031218743,1.03057801,1.032361039,1.032228946,1.031312402,1.03190587,1.029999579,1.031122934,0.598669215,0.552451085,0.539452236,0.627555547,0.60083569,0.618889647,0.616723172,0.619611806,0.624666913,19.95058118,20.29298654,20.31256433,19.23396945,20.15064134,18.27315856,21.19567381,18.65634033,22.32211086,4.183485171,4.193415564,4.441316876,4.318358541,4.824397284,4.125704822,5.436883391,4.603292066,6.662120931,4.033477269,3.829820674,4.072411162,4.55489663,4.68648862,4.348100262,5.139805462,5.063260857,6.625225449,12.89517643,11.40280507,11.5319369,13.16041317,14.36394099,11.30681402,15.70013616,12.48292842,17.33470576,3.606044627,3.07068844,3.115012741,3.651639707,4.006196724,3.014110615,4.179735276,3.20575405,4.43764957,0
1.440944634,1.999474922,2.561453283,1.254561482,1.236088687,1.950557401,1.50494681,1.934176655,1.45489566,2.444020507,3.764967797,7.200767953,3.430072068,5.571067829,4.025631441,2.404129362,6.698247907,3.866685022,263,227,181,217,170,171,289,119,169,0.454074354,0.353979301,0.228813845,0.429739367,0.282547928,0.328962169,0.403227114,0.24048802,0.314025546,0.265709208,0.247947634,0.126483189,0.1439153,0.094047712,0.143887531,0.211217075,0.10566621,0.176119092,1.747365641,1.670788656,1.674858842,1.811622399,1.81718917,1.721000283,1.730384701,1.67356134,1.646881637,1.028288423,1.029198236,1.028568559,1.029771885,1.030691924,1.02951867,1.029649321,1.029009175,1.029773265,0.57556015,0.52934202,0.535119287,0.628999863,0.639832237,0.561839143,0.562561301,0.53800792,0.523564754,19.8786399,19.39701484,17.33009324,17.37745998,15.50847514,17.82449154,19.31732492,17.08035186,19.50051814,5.671199044,4.281918544,3.083151482,4.807962635,3.461271659,3.617119603,4.302548912,3.020195745,3.420692755,4.613416089,3.392165912,2.505919667,4.376855055,3.183411308,3.471954327,4.185892154,2.73002752,3.197033921,10.85001572,8.853082762,6.377493325,11.05383357,8.480300476,8.928641594,10.32686187,7.123259951,8.403671917,2.844031781,2.442827263,1.674222835,2.8788272,2.309968041,2.286066725,2.678955496,1.833083898,2.303751322,0
0.503567585,0.784230755,0.480193072,0.533747437,0.164006043,0.37431436,0.061659557,0.067412503,-0.12430966,1.518299668,1.498824403,2.389771832,1.585698739,1.665390544,1.65564565,1.386284975,2.07922527,1.768276775,506,414,426,504,530,530,548,504,512,0.663241782,0.624402933,0.477150241,0.655568691,0.584966889,0.644768759,0.604325232,0.619028313,0.513174763,0.343442117,0.411035481,0.280230209,0.300502939,0.315082438,0.269997302,0.310181356,0.253008603,0.241558919,1.733405326,1.683571957,1.687099193,1.792911072,1.723458903,1.801853394,1.746374929,1.810883647,1.747653857,1.030298957,1.029822087,1.029608484,1.03072737,1.029676049,1.030237062,1.029060983,1.030024225,1.029561941,0.607335115,0.580615258,0.60083569,0.660774828,0.639832237,0.663663461,0.641276554,0.683161734,0.641276554,24.92209605,25.92555925,21.45463299,22.22840672,23.1332743,21.28304194,22.26969563,20.34198994,20.42536348,6.541039092,6.44866573,5.187346778,6.45847963,6.332576431,6.446495944,6.338511847,6.101248106,5.592632519,5.702552825,5.232127115,4.154289033,6.234392679,5.314501385,6.225238649,5.412566932,6.372277149,4.697095048,16.46005096,14.93845782,11.61002727,16.63487035,14.77092381,16.36400651,15.55728095,15.79156211,13.42444167,4.821837865,4.178064934,3.332980811,4.611559648,4.041587918,4.346658214,4.193483532,4.08383272,3.597993414,0
1.522966304,3.941039441,3.64417402,3.045636855,1.335678119,3.630065037,2.191672114,2.993786765,2.285053718,4.791322898,13.15551706,13.50022034,7.524716966,3.063190299,10.40901545,6.007746719,9.672805864,6.714845566,193,169,175,211,216,169,181,143,177,0.255845335,0.141453183,0.139323269,0.20686419,0.360321222,0.167149727,0.216680677,0.172693258,0.209887337,0.224796699,0.110798146,0.112338205,0.161517351,0.294020929,0.135157695,0.17515476,0.146835305,0.197941435,1.641879738,1.606216597,1.553145499,1.637639614,1.642050488,1.59177287,1.5657575,1.545183837,1.519554513,1.030136538,1.028225255,1.027586041,1.02981036,1.030287868,1.028978995,1.029083456,1.028650705,1.028220796,0.532230653,0.50406648,0.483846049,0.540174395,0.553173244,0.52934202,0.48745684,0.478790941,0.461459142,18.1591561,16.621036,16.88529627,17.67093524,19.44581362,17.39315941,18.29064107,18.01339794,18.95232886,3.213989537,2.226842814,2.213439988,2.760576029,3.980179005,2.247631058,2.74021953,2.257294234,2.652332394,2.657749563,1.715586054,1.593575443,2.209526884,3.189901513,1.975135702,2.292975384,1.939206583,2.194975974,7.129983341,4.670309393,4.448503977,6.123237034,9.501804825,5.146962181,6.479905853,5.267332953,6.197521026,1.949043139,1.229059526,1.231911515,1.644953027,2.599082392,1.372718134,1.766634375,1.377496916,1.674059702,1
-0.275315449,-0.457281305,-1.041904761,-0.625302819,-0.632507081,-1.304568863,-1.073602621,-1.536802395,-1.333783988,3.220066631,3.571554653,4.352221345,3.102365403,3.208812784,3.834308743,3.352473359,4.727054024,3.870751298,385,315,260,388,309,214,246,176,226,0.513253228,0.46873263,0.40382151,0.577121302,0.472547015,0.406879183,0.422465561,0.353100901,0.384196509,0.578279865,0.583611231,0.486102764,0.449415272,0.547331793,0.428136606,0.478304014,0.387353414,0.440141012,1.523228466,1.480925391,1.475702481,1.619339082,1.484840186,1.486679017,1.482555749,1.441482533,1.477282694,1.027163853,1.026324585,1.024657073,1.028542516,1.026952469,1.026174117,1.026533822,1.025169195,1.025727216,0.485290365,0.465069933,0.463625617,0.503344322,0.477346624,0.452071084,0.474457991,0.440516552,0.452793242,30.21075109,29.91792087,27.76173848,27.5854817,29.48322853,27.14977101,28.02314311,26.68011856,27.1319629,5.317598443,4.628301358,4.035699743,6.563429325,4.320127109,4.030136632,3.888403876,3.550778035,3.741392696,4.515462172,3.883984419,3.374822911,5.380519062,3.811879895,3.39647898,3.437362939,2.885660361,3.154279713,11.5944897,10.49566194,9.194902338,13.82568153,10.79575523,9.279237726,9.696822624,8.230920183,8.733619476,3.047608883,2.786466522,2.38365821,3.498550502,2.98815718,2.448303961,2.577663951,2.175663904,2.233189631,1
2.991476603,1.769967867,0.875545205,1.401516828,2.26853939,0.694958074,1.26250698,1.349614576,1.298155034,29.25673828,11.99946754,10.05217512,15.74542185,15.10319097,23.17852475,14.98096019,16.56922498,11.28128974,467,537,467,731,599,619,581,591,387,0.490113846,0.665854563,0.676718239,0.878632022,0.736183115,0.841133756,0.771933583,0.786570885,0.635118606,0.148573465,0.273301022,0.28409721,0.325089083,0.249208776,0.292395406,0.266534779,0.253352637,0.230557942,1.825732073,1.802803049,1.791027941,1.907288482,1.900070668,1.916817073,1.915463457,1.884646037,1.838875427,1.029517796,1.029397184,1.028897197,1.02965342,1.02913239,1.028614948,1.028413627,1.028895446,1.029227722,0.665107777,0.636221446,0.637665763,0.714936699,0.70193785,0.720713965,0.715658857,0.723602598,0.657886194,17.70479396,22.04324932,23.25559293,22.1965082,19.92515181,22.1475362,20.94029348,22.9725124,21.1182407,4.948629864,6.854617144,7.00067035,8.539250513,7.910806673,8.412016776,8.67764808,7.652239554,6.764478354,4.61707219,6.270057084,6.383132408,9.176564907,7.70440503,9.087886038,8.607201895,8.592911754,6.565341695,13.13806826,18.00619187,18.27978383,24.98644356,19.79292374,23.42305237,20.49602544,21.55417097,16.5741998,3.126302869,4.171435576,4.262853443,5.808138285,4.646236883,5.487669278,4.778288937,5.112097019,3.888394344,1
0.095239971,0.330685061,0.594051111,0.31964992,-0.242328355,0.657241346,-0.085695404,0.519581272,-0.142519862,5.32471076,5.744494988,4.40907719,4.204821245,3.163704865,3.421702079,2.10782565,1.94790268,1.982603629,296,264,289,248,335,266,388,334,404,0.268193735,0.233510145,0.26351893,0.332045913,0.338626355,0.306497759,0.438705669,0.418976087,0.457155059,0.4432204,0.444465693,0.463326182,0.407739571,0.430102133,0.385428143,0.48124588,0.402723255,0.393952733,1.564591277,1.541830092,1.575527233,1.610288226,1.61001881,1.605652337,1.633095109,1.636041083,1.648090528,1.027667008,1.028335797,1.030498004,1.02794946,1.029128765,1.030770483,1.030441957,1.031369796,1.030236583,0.463625617,0.453515401,0.460736984,0.50839943,0.503344322,0.50839943,0.518509646,0.524286912,0.537285761,18.90090375,18.05976856,17.89959507,20.22223396,18.71008586,19.46852655,20.79081684,21.76002146,21.45107285,3.190525406,2.655133678,2.810641263,3.720189668,3.41299412,2.995564043,4.230114955,3.810497921,4.718383398,2.512835491,2.053226518,2.348265269,2.90892126,3.072681922,2.615476123,3.896241953,3.559514952,4.182956521,6.504142687,6.056783433,7.142909688,8.236415757,8.412382879,8.329184515,10.69146737,10.93030224,11.56859643,1.817453203,1.758736372,2.089037546,2.157923586,2.488772112,2.44877055,3.025162399,3.200655811,3.249368911,1
-0.979728751,-0.547378535,-0.176974528,-0.304526979,-0.808177739,0.206677547,-0.485826301,0.192771687,-0.231062258,2.219010536,1.814576786,1.71725073,1.711306507,1.458073422,1.391708661,1.342577122,1.515940053,1.597475112,273,375,424,464,344,480,468,423,410,0.461506164,0.510945758,0.541347726,0.543379477,0.550599213,0.571233116,0.565603344,0.534148712,0.517198649,0.468680336,0.61043148,0.531329004,0.565142957,0.498315404,0.587444993,0.494100651,0.452416835,0.407511005,1.597802967,1.585787594,1.605658794,1.621730633,1.614000802,1.628570149,1.582822773,1.611394123,1.574623685,1.031227017,1.030466279,1.031628545,1.031641426,1.031445032,1.031706576,1.031385976,1.031902012,1.031341645,0.525009071,0.514176696,0.540174395,0.561839143,0.536563603,0.52934202,0.525731229,0.514176696,0.493234106,24.22119783,25.9387525,26.46243344,25.23252299,24.99110672,26.52957983,26.08056811,26.48886624,25.40337298,4.181983214,4.842534944,5.066313293,5.069896651,4.874483137,5.37895904,5.097830453,4.978461747,4.514196872,3.512372029,3.733580394,4.064336121,3.927739608,4.17128083,4.101352454,4.633688696,3.999931072,4.223560603,11.73090728,12.46909139,13.39612319,13.93479159,14.03376923,14.52031416,14.13061887,13.60565984,13.2998709,3.1418542,3.453828423,3.782187052,3.932487847,3.895236689,4.07111884,4.017964508,3.921160332,3.656737004,1
