f1c1,f1c2,f1c3,f1c4,f1c5,f1c6,f1c7,f1c8,f1c9,f2c1,f2c2,f2c3,f2c4,f2c5,f2c6,f2c7,f2c8,f2c9,f3c1,f3c2,f3c3,f3c4,f3c5,f3c6,f3c7,f3c8,f3c9,f4c1,f4c2,f4c3,f4c4,f4c5,f4c6,f4c7,f4c8,f4c9,p1c1,p1c2,p1c3,p1c4,p1c5,p1c6,p1c7,p1c8,p1c9,p2c1,p2c2,p2c3,p2c4,p2c5,p2c6,p2c7,p2c8,p2c9,p3c1,p3c2,p3c3,p3c4,p3c5,p3c6,p3c7,p3c8,p3c9,p4c1,p4c2,p4c3,p4c4,p4c5,p4c6,p4c7,p4c8,p4c9,label
1.440944634,1.999474922,2.561453283,1.254561482,1.236088687,1.950557401,1.50494681,1.934176655,1.45489566,2.444020507,3.764967797,7.200767953,3.430072068,5.571067829,4.025631441,2.404129362,6.698247907,3.866685022,263,227,181,217,170,171,289,119,169,0.454074354,0.353979301,0.228813845,0.429739367,0.282547928,0.328962169,0.403227114,0.24048802,0.314025546,19.8786399,19.39701484,17.33009324,17.37745998,15.50847514,17.82449154,19.31732492,17.08035186,19.50051814,5.671199044,4.281918544,3.083151482,4.807962635,3.461271659,3.617119603,4.302548912,3.020195745,3.420692755,4.613416089,3.392165912,2.505919667,4.376855055,3.183411308,3.471954327,4.185892154,2.73002752,3.197033921,10.85001572,8.853082762,6.377493325,11.05383357,8.480300476,8.928641594,10.32686187,7.123259951,8.403671917,0
-0.355558017,0.064547457,-0.065122893,-0.017836102,-0.086368512,-0.186377063,-0.258267916,-0.113301645,-0.280963085,2.458465721,2.826576968,2.421079151,1.902623183,1.756649218,2.326804761,1.480656074,2.206117635,1.316539819,326,348,340,438,443,363,436,358,409,0.456345432,0.435940614,0.435517768,0.523073358,0.551580435,0.447149738,0.551448369,0.432451855,0.547600018,28.7548244,28.78882494,27.77589932,30.40751786,27.95272558,25.83580219,28.8971094,25.35231697,28.77819114,5.092825053,5.052153104,5.32729375,5.475029746,5.9278887,5.244325214,6.261512742,5.107766032,6.090431518,3.361444754,3.110077174,3.082083077,4.154934261,4.40214858,3.618995585,4.219457248,3.521910296,4.403025185,9.829438783,9.220876011,9.265084375,11.7664836,12.47949262,10.09913181,12.63787208,9.716893897,12.83915852,1
-0.383976687,-0.647246034,-0.192507387,-0.88620563,-0.491846599,-0.229115786,-0.380279347,-0.255824672,0.294731861,2.734116187,2.754635587,2.196227471,1.757962957,1.942180577,2.330527798,3.23163821,2.23145139,2.301591946,279,229,267,233,295,225,213,201,301,0.322922643,0.289353392,0.312815432,0.342647161,0.39320147,0.271181832,0.338048873,0.27009426,0.379952394,19.70589616,20.02108245,20.61005059,20.33107733,21.45068904,19.34763417,20.76487114,20.28512961,22.06125551,3.960125125,3.556305635,3.295113678,3.46549896,4.703210042,2.722116892,4.019284333,2.711570455,3.831786313,3.203847497,2.926338117,3.178745976,3.354117606,3.82657456,2.818693742,3.475761686,2.707311869,3.45765341,8.498303502,7.96794749,8.677594784,9.116333289,10.00950112,7.685351034,8.725418628,7.272104716,10.3096503,1
0.503567585,0.784230755,0.480193072,0.533747437,0.164006043,0.37431436,0.061659557,0.067412503,-0.12430966,1.518299668,1.498824403,2.389771832,1.585698739,1.665390544,1.65564565,1.386284975,2.07922527,1.768276775,506,414,426,504,530,530,548,504,512,0.663241782,0.624402933,0.477150241,0.655568691,0.584966889,0.644768759,0.604325232,0.619028313,0.513174763,24.92209605,25.92555925,21.45463299,22.22840672,23.1332743,21.28304194,22.26969563,20.34198994,20.42536348,6.541039092,6.44866573,5.187346778,6.45847963,6.332576431,6.446495944,6.338511847,6.101248106,5.592632519,5.702552825,5.232127115,4.154289033,6.234392679,5.314501385,6.225238649,5.412566932,6.372277149,4.697095048,16.46005096,14.93845782,11.61002727,16.63487035,14.77092381,16.36400651,15.55728095,15.79156211,13.42444167,1
-0.275315449,-0.457281305,-1.041904761,-0.625302819,-0.632507081,-1.304568863,-1.073602621,-1.536802395,-1.333783988,3.220066631,3.571554653,4.352221345,3.102365403,3.208812784,3.834308743,3.352473359,4.727054024,3.870751298,385,315,260,388,309,214,246,176,226,0.513253228,0.46873263,0.40382151,0.577121302,0.472547015,0.406879183,0.422465561,0.353100901,0.384196509,30.21075109,29.91792087,27.76173848,27.5854817,29.48322853,27.14977101,28.02314311,26.68011856,27.1319629,5.317598443,4.628301358,4.035699743,6.563429325,4.320127109,4.030136632,3.888403876,3.550778035,3.741392696,4.515462172,3.883984419,3.374822911,5.380519062,3.811879895,3.39647898,3.437362939,2.885660361,3.154279713,11.5944897,10.49566194,9.194902338,13.82568153,10.79575523,9.279237726,9.696822624,8.230920183,8.733619476,1
0.068711843,0.109317596,0.41180398,0.316724632,-0.023290231,0.623480276,0.138731307,0.639272515,0.352956838,1.794240163,1.749679318,1.688540862,1.039473597,1.301867076,1.323391714,0.934469728,1.156094739,0.764800955,376,414,418,372,482,368,398,378,496,0.475581809,0.4315782,0.43673993,0.489339762,0.544408851,0.425087366,0.589600075,0.483094233,0.662116585,19.95058118,20.29298654,20.31256433,19.23396945,20.15064134,18.27315856,21.19567381,18.65634033,22.32211086,4.183485171,4.193415564,4.441316876,4.318358541,4.824397284,4.125704822,5.436883391,4.603292066,6.662120931,4.033477269,3.829820674,4.072411162,4.55489663,4.68648862,4.348100262,5.139805462,5.063260857,6.625225449,12.89517643,11.40280507,11.5319369,13.16041317,14.36394099,11.30681402,15.70013616,12.48292842,17.33470576,1
2.991476603,1.769967867,0.875545205,1.401516828,2.26853939,0.694958074,1.26250698,1.349614576,1.298155034,29.25673828,11.99946754,10.05217512,15.74542185,15.10319097,23.17852475,14.98096019,16.56922498,11.28128974,467,537,467,731,599,619,581,591,387,0.490113846,0.665854563,0.676718239,0.878632022,0.736183115,0.841133756,0.771933583,0.786570885,0.635118606,17.70479396,22.04324932,23.25559293,22.1965082,19.92515181,22.1475362,20.94029348,22.9725124,21.1182407,4.948629864,6.854617144,7.00067035,8.539250513,7.910806673,8.412016776,8.67764808,7.652239554,6.764478354,4.61707219,6.270057084,6.383132408,9.176564907,7.70440503,9.087886038,8.607201895,8.592911754,6.565341695,13.13806826,18.00619187,18.27978383,24.98644356,19.79292374,23.42305237,20.49602544,21.55417097,16.5741998,1
-0.348932186,-0.214367323,0.433287273,0.214420615,0.374560325,0.564072253,0.900755087,0.6701895,0.93138558,1.233341676,1.828810689,2.882258114,1.606003426,0.744490551,2.609051192,1.405518461,2.660983402,2.138972157,455,337,281,432,608,398,301,342,322,0.563651505,0.436826779,0.347123962,0.507081467,0.581884909,0.372752033,0.472136395,0.385318775,0.382372052,23.0798712,20.56864122,18.66280732,22.09831987,20.96772474,19.63587641,20.26057167,19.55754862,19.52365311,7.980780819,6.692043125,5.304317934,7.116039069,7.787404651,5.395252308,6.43326082,5.232292307,5.1875736,5.55133537,4.166611989,3.37811433,4.790822452,5.55086933,3.565172414,4.32642116,3.504883627,3.292268064,13.12586141,10.09203354,8.389242529,11.98815586,14.43253857,9.253441647,11.36833608,9.302347735,9.336103098,1
0.772382697,0.695201941,0.841903898,0.56557683,0.193796222,0.889334951,0.796078186,1.139694449,0.609648347,3.929487304,3.068672591,2.874709034,2.371698813,2.950194197,1.980133085,1.909903629,1.542359785,1.678659393,2087,1699,1071,1437,1394,1095,1297,613,1031,1.558013235,1.37443353,1.059898716,1.467096322,1.362890357,1.238347723,1.274962756,1.104885102,1.066544617,15.86357769,16.91340957,17.22645714,17.59422438,17.21554274,18.39146649,19.16646196,19.69601918,19.4020666,6.065691032,5.551760352,4.669831783,7.491619058,6.190235577,6.450531534,6.088712012,6.205899932,5.405597834,7.676677458,6.774972538,5.425034072,8.079821278,7.010997204,7.237302353,6.862923267,6.484968697,5.985801899,39.26016849,31.1786162,21.78997284,35.20893006,31.4136221,26.61719241,28.33932124,23.11445545,22.50328936,1
-0.783853057,-0.59859123,1.087966187,0.883593518,0.195405436,1.392777303,0.635450456,1.412634805,0.81561525,7.390602049,6.513650472,4.22611607,3.884474836,3.083246661,3.509722944,2.695652937,3.02283017,3.152300114,220,268,280,328,402,212,370,170,264,0.236814354,0.249150214,0.329164259,0.422565312,0.478329248,0.371798506,0.412913663,0.387559709,0.345472729,18.68394432,19.19415038,21.22709363,21.27969895,23.21637634,20.53495998,22.61338131,20.9491825,21.95839966,2.757350895,2.864813757,3.719273395,5.095954431,4.965442072,4.567292266,4.058346713,4.937368022,3.637380197,2.41747928,2.638243323,3.151325046,3.771025003,4.580878819,3.391769477,4.112284262,3.453858856,3.491506684,6.573088313,6.414669904,7.6801345,10.30725453,11.39807153,8.973595324,9.808464709,9.020667871,8.08342141,1
-0.033765533,0.323028107,0.62624792,-0.253464798,-0.068130302,0.193100045,0.17831183,0.170970521,0.179629073,0.816531872,1.20099871,1.875691101,0.399747178,0.566992201,0.440005762,0.576707314,0.397450591,0.447828821,438,299,147,447,532,358,482,535,514,0.523287284,0.456549242,0.38418632,0.621764938,0.621550391,0.568185186,0.604105886,0.694751249,0.689568657,20.48050042,20.30296145,19.91144448,22.47314471,22.95356296,20.92510056,23.68858114,24.82587894,25.76396798,8.660233641,7.186766692,6.461034453,6.78691652,9.713590871,6.780298523,9.113909014,8.819356233,9.698898228,3.897016398,3.574552057,2.838054889,5.412066911,4.837696262,4.805855797,5.073097704,5.613692836,5.335921202,11.59504946,10.36529854,8.650198766,15.54762741,13.88132474,13.90087418,13.69779829,16.5117393,16.08162105,1
-0.182229678,0.047166496,-0.233756751,0.068552879,-0.022866123,-0.080064688,-0.299039517,-0.056561773,-0.565267153,1.059823051,0.958220839,1.24587023,0.925742871,1.085075395,1.123709018,1.42998083,1.468406363,1.145533704,428,422,350,584,460,460,354,344,276,0.632479956,0.598046655,0.482383441,0.772540204,0.642778394,0.550344874,0.49276033,0.417143028,0.485688514,21.95926945,21.71459723,19.17036931,24.18430703,20.81463388,20.82781521,19.18720067,18.66916672,19.99212651,6.700309213,6.358349616,4.696650373,10.4232383,6.993382559,6.184485968,4.956376722,4.387868548,4.707461335,5.830556207,5.152379116,4.262055041,7.022215235,5.867407765,5.083025047,4.392374385,3.86633829,4.380777905,16.5584014,15.36136168,12.94218045,19.76259372,17.04362205,14.19750317,13.360207,11.20000556,13.31151216,1
-2.70302487,0.848635029,0.752108127,-0.874328202,-1.177981394,-1.012747265,-0.066637757,-1.837361674,0.065917544,60.26108053,5.40446029,3.750466053,10.37965792,15.12721633,4.463873139,7.327052751,5.491983977,12.97247787,174,247,174,178,228,309,200,223,136,0.049915492,0.22315732,0.256439187,0.17494695,0.145471426,0.233294706,0.209083163,0.157247806,0.136993545,12.65701311,17.57490834,18.03671247,15.35006547,14.83702804,16.15956417,17.48104545,14.64198977,15.71738485,0.960397181,2.419135553,2.620057303,2.049819006,1.774314031,2.554233877,2.274930014,2.048827745,1.763618396,0.878322575,2.241034078,2.503836512,2.145655198,1.773115149,2.564037824,2.158901729,1.947831719,1.579668197,2.44413972,6.774352226,7.587459378,6.05873609,5.118560247,7.391826629,6.425409352,5.538014295,4.68262468,1
0.888238957,1.183009623,0.925095488,0.848932142,0.902648558,0.325967989,0.291911749,0.50884229,0.691436181,3.250385105,3.249250023,2.98956012,1.030218022,1.295984843,0.982248316,1.477377788,1.737883566,2.288826913,339,260,237,239,303,404,320,315,276,0.453773535,0.320799405,0.366716465,0.548140485,0.539642818,0.581520469,0.453468156,0.430744546,0.395315178,23.70654233,25.10294127,28.56370061,31.47591291,31.08398527,32.41591751,29.44084229,27.78345554,28.02601594,4.383293873,3.474329901,4.056933558,5.64381671,5.817554525,5.549801831,4.933975886,4.654977647,4.636033634,4.190568525,2.469503698,2.529450505,4.371104651,4.07657705,4.503067674,3.837265889,3.370050361,3.038513311,11.13534021,7.353804155,7.175567276,12.81377718,12.30234659,13.16734719,9.832333095,9.312437324,8.676083368,1
-1.047512757,-0.154676707,0.556168807,0.313010842,0.498781421,0.58965371,0.559772663,0.414491646,1.536746753,31.31551529,5.679017583,4.494646144,2.80195561,5.196343328,2.391472339,3.690881677,9.876162907,41.19037371,466,326,284,469,378,362,430,318,226,0.136799318,0.2873581,0.291028875,0.449700513,0.382599402,0.425824752,0.341997009,0.170372965,0.081521101,10.70818559,15.19956588,17.69161627,16.78318922,15.87031482,19.06386382,15.73117302,13.21752617,10.38701132,2.311171402,3.692595576,3.605120186,5.451386596,5.130913554,4.808926311,4.452686318,2.461146455,1.408446278,2.098121745,3.1421967,3.065689076,4.829519894,4.297239564,4.352706597,3.64307148,2.150561318,1.363606385,4.627619481,8.07000084,8.185070198,12.03430487,10.2288448,11.36912744,9.565380009,5.940994288,3.449779034,1
-0.048626278,0.281065992,-0.244580182,0.18118912,0.181452637,-0.343865651,-0.436404651,-1.059777827,-0.85121128,2.397707738,2.65943707,3.445209451,2.350777555,2.354669484,3.631493433,2.949189631,4.363358192,3.910364439,394,364,298,450,446,270,346,188,202,0.49028818,0.459451993,0.425444253,0.548525946,0.546811624,0.387271224,0.522195897,0.3021243,0.349648788,22.35387464,22.63314051,21.68191694,22.10221127,21.9691192,20.00259659,21.7377833,19.26710359,20.87742483,4.826377296,4.524016312,4.01634044,5.171800942,5.039823791,3.697691729,4.689853346,2.961785731,3.336302364,4.734073391,4.278948976,4.068268478,5.379663012,5.66585857,3.788614683,5.584594392,3.104612378,3.625795103,12.68053301,11.5540887,11.08199221,13.80853926,13.81553143,10.17279107,13.2337317,8.545211479,9.385842862,1
0.203759928,0.332266426,0.018514763,0.364033237,0.226348898,-0.189212789,0.117476005,-0.293242685,-0.060624114,1.498314852,1.440105129,1.123057978,0.763018584,1.358091398,0.827740699,1.184844366,1.139318898,1.257765381,362,266,424,427,381,387,385,335,341,0.510394405,0.423125801,0.535438673,0.557255961,0.465116674,0.522728594,0.477022378,0.460134986,0.500208456,20.71300461,21.02051605,23.04009338,22.8619217,20.47847206,25.05362174,22.20278456,24.16716193,24.75478421,6.351569654,5.822605346,6.348959296,7.446358002,6.288973301,6.885743968,6.428616152,5.748280519,6.574989279,4.854182126,4.029427225,5.119233315,5.266530974,4.570234227,4.565743555,4.386536508,4.325346654,4.511851465,12.75021706,10.15096942,12.95153623,12.68288507,11.39806866,11.76089532,11.17080745,10.49109039,11.93002167,1
-0.789706591,-0.725807162,-0.514439866,-0.172100582,-0.507552222,0.132461712,-0.555930077,-0.322661042,-0.643617815,1.505978586,2.091842352,1.956619264,1.509867036,1.494559109,1.426370358,1.780909445,1.215231708,1.509361614,287,255,297,293,375,303,320,279,316,0.44014862,0.353268033,0.362683072,0.364628708,0.406020371,0.381700599,0.376249952,0.41087551,0.419583771,19.11797304,18.60588631,19.02883878,18.0306179,18.00027451,18.97807592,18.12887414,20.99112596,20.57750015,4.52360136,3.967841672,4.043990519,3.932386004,4.068933115,3.871653979,3.884529829,4.298883084,4.360933151,4.055744199,3.27005904,3.439561304,3.802358439,3.575577044,3.938677699,3.491898308,4.051807032,3.967160947,11.52366532,9.261705748,9.387792764,9.436258603,10.76642296,10.00526289,9.942659472,10.46857183,10.99138558,1
0.703558063,0.752198975,1.248124259,1.098645171,0.538450278,1.575473339,0.737566071,1.666735166,0.887411182,7.975063942,7.498508099,9.036041585,6.325467337,4.444835919,5.325173708,3.808439181,5.137828475,3.256237482,261,239,235,349,359,381,346,323,326,0.247322372,0.215424412,0.176957049,0.28260552,0.350892355,0.287118577,0.379466096,0.247382872,0.415022521,14.3509083,14.46069571,14.26441852,14.45591391,14.96008783,14.90322042,14.69561265,15.56733691,15.61098792,2.936702818,2.61982315,2.240143509,3.022696871,3.56154035,3.188957601,3.661217592,2.829667732,3.862576095,2.574434281,2.299241707,1.985519221,2.858971486,3.327733121,2.978720169,3.681148032,2.70910023,4.112465257,7.305977037,6.60829296,5.696054066,8.461457133,9.715145717,8.713926976,10.42907341,7.700594374,11.05788776,1
1.295448059,1.665236465,1.768053601,1.353813099,1.130467527,1.393021374,0.937040924,1.245682203,0.949718105,3.621505364,5.308751611,5.158546503,2.720848456,2.525108454,3.204597605,2.410178677,2.717130183,2.252266571,281,189,115,205,231,222,299,200,277,0.289979533,0.221540354,0.217139836,0.31899346,0.380504059,0.301547431,0.401815224,0.306928594,0.38129578,17.16268543,16.52515441,16.27657211,16.84263591,17.48466582,17.04331242,17.79519364,17.64331422,18.68916639,3.531927032,2.817880626,2.662383891,3.536151282,4.271386087,3.268090915,4.480801186,3.161525185,4.253961075,3.129314461,2.605441428,2.504007192,3.277570704,3.769552032,3.270315081,4.162295036,3.128433488,3.897665879,7.879114879,6.584482763,6.324414409,8.792018293,10.19603135,8.348136987,10.61119086,8.3767632,9.960102076,1
1.146065636,0.829586962,1.24572357,1.077498422,1.36728233,1.534265602,0.586041623,0.911187134,0.452871418,4.081769186,4.474860928,4.89743367,4.085678037,4.088894052,5.603739915,4.482111241,4.416517151,3.248861783,249,275,211,219,337,189,297,217,277,0.361937485,0.327304451,0.284687933,0.332497821,0.3677463,0.250733678,0.38993234,0.283361826,0.341711645,18.3540923,18.26731489,17.86502912,18.10504222,18.5165219,17.48669551,18.82874863,18.03009952,19.61986369,3.974084956,3.558140957,3.329880916,3.566407686,3.702378966,2.976812921,4.003172924,3.282126425,3.804407261,3.485542005,3.297202039,2.922027527,3.380646768,3.57527861,2.616208053,3.604819778,2.999112185,3.284606643,9.681516733,8.971575408,7.761185402,8.772900814,10.13341551,7.224417243,10.87891307,7.952431576,9.106345237,1
1.606847305,0.767939554,1.898671064,1.324848808,0.991002136,1.799701966,0.737000631,1.290453638,0.128301885,10.17923252,17.40424615,12.64904997,8.680650931,7.632220147,10.61074288,6.126662966,8.960042235,5.640808131,121,53,83,105,141,113,163,127,255,0.272397803,0.167418759,0.185788905,0.269365879,0.297018913,0.207799094,0.298530309,0.218890444,0.289419385,17.84326677,16.85244237,17.98600872,17.69275972,19.63277629,17.49079846,20.7404753,17.94687501,22.05365318,2.836164571,2.167456482,2.291229687,2.898864646,3.106007476,2.400930727,3.026970643,2.492047717,2.889786106,2.853866083,1.961238213,2.094738004,2.879011841,2.935068092,2.366406427,2.847479022,2.415266071,2.790055562,8.453058046,5.896682817,5.885655639,8.186028899,8.678338648,6.727985948,8.419085025,6.746362021,7.85300003,1
-0.140094579,-0.054243268,-0.320071174,0.071448808,-0.122316475,0.025433444,-0.255176546,-0.116406902,-0.307270006,1.147912508,1.436865342,1.41023199,1.049168441,1.214723523,0.898688328,1.269421097,1.211877633,0.964376975,420,332,302,451,428,428,422,312,468,0.547130489,0.47463151,0.457276898,0.559702993,0.585032677,0.552215761,0.541525544,0.460465123,0.605114058,22.82010344,22.58769224,24.03231521,21.25788582,22.61486248,22.35913433,22.07646543,21.75283926,24.97266343,5.885251521,4.835805828,4.666316007,5.996287038,6.660075766,5.291788265,5.811167406,4.373573408,6.882649728,5.42766861,4.700857202,4.410623401,5.584141366,5.701836521,5.520719825,5.262401496,4.617196595,5.973688634,13.65890956,11.65396732,11.21822315,14.11625866,14.64308701,13.63327124,13.69062501,11.32172286,14.68504658,1
-0.90578769,0.573669017,1.334009111,0.429870794,-0.442988764,0.394202074,-0.225880995,0.385686692,-0.071577518,8.98274131,14.36147715,9.972432228,6.693298543,7.581323001,4.566085794,4.731794963,3.435281971,4.384811839,211,179,178,369,279,344,271,289,205,0.239142086,0.161254867,0.194089197,0.365125478,0.305824792,0.376739012,0.365692794,0.347970409,0.320881,15.90777292,15.28803388,16.73955598,16.74203816,16.07289491,18.20593981,18.20362941,19.36524966,18.31780888,2.371893365,1.786433926,2.086633037,3.088912704,2.97481771,3.148048323,3.278045917,2.914221505,2.76050022,2.452173006,1.8733636,2.0754108,3.500204716,3.081855417,3.617872427,3.492364198,3.149989906,3.02329317,6.944911642,5.288301367,5.923040655,10.20139547,8.648582107,10.44995685,9.989808963,9.51383001,8.841865772,1
-0.322922065,-0.156414578,0.07609161,-0.436250784,-0.391715201,-0.233606813,-0.260574939,-0.242469857,-0.226105797,2.830756776,2.91414215,2.231891974,2.021168765,2.156894468,1.856073199,1.993797593,1.680420392,1.689546509,348,372,477,511,548,495,551,498,585,0.527823134,0.51727565,0.582806484,0.682831746,0.664828426,0.693665278,0.719247974,0.661130325,0.752911757,21.06625978,21.57009182,23.34284396,22.30691445,22.60542455,23.47295116,23.25718327,24.88769306,26.10510297,5.628334585,5.510797045,5.973395232,8.444966505,7.138708642,8.564376109,8.259782693,7.739877356,9.025401827,5.283512607,5.2383995,5.8807108,7.920602913,7.330163092,8.499665947,8.328614361,7.581526819,8.99581059,12.59295323,12.38908863,13.85687292,16.2262943,15.8390465,16.42414782,17.24079817,15.39981131,18.33131873,1
0.39646975,0.515358058,1.108775165,0.938537034,0.1786769,1.208629301,0.516060743,1.588215838,1.059993065,3.764209877,4.918635372,6.496444489,5.461871762,2.797503714,5.337875489,2.314318363,4.854849729,2.778343247,265,243,185,213,315,187,403,167,317,0.337592099,0.314720221,0.280443542,0.30814809,0.430055192,0.337801783,0.499789907,0.348080837,0.516733166,16.21040471,16.31750226,16.32164047,15.95632996,17.4241138,16.27776066,18.83945348,17.19520579,19.24591462,3.51713676,3.424888869,3.233652047,3.098199956,4.496202448,3.330311374,5.33785213,3.571446013,5.661024843,3.085074983,2.854334472,2.495092106,2.99995874,3.53022647,3.288368714,3.800384699,3.272526664,3.613828951,9.807854105,9.154074032,8.306490164,9.14020401,11.80830337,9.663208503,13.26845929,9.847832345,13.44211354,1
-0.963704864,-0.801519856,-0.298939185,-0.647649162,-1.16778567,-0.734626064,-1.020418073,-1.072785065,-1.179776098,9.994283076,7.653946878,6.453900357,8.511148768,8.373424826,6.980667218,7.790573846,6.691528874,6.670411173,261,304,303,261,326,363,378,251,378,0.28939132,0.344158881,0.348563824,0.364074993,0.332216773,0.384535186,0.383169461,0.370555276,0.410004438,16.18111242,16.39073923,16.50491389,16.50991699,16.17143248,16.73316565,16.16007568,17.10139823,16.59520218,3.799676764,4.177673089,4.18831669,4.12821401,4.090196535,4.164500331,4.452342058,4.030267815,4.572953681,3.235921421,3.607574219,3.751839145,4.077558077,3.716935187,4.224514315,4.36620124,4.118339074,4.613134387,7.905281208,8.728812382,9.006182238,9.290094839,8.903718583,9.826076479,10.13034892,9.836584956,10.94500316,1
0.397348563,0.625220661,1.514038917,0.527524229,0.073311631,0.878625228,0.438846662,0.911095883,0.584387691,0.472698359,0.66773043,1.588965224,1.171405454,0.262741878,1.627136912,0.560734987,1.462057286,0.426693187,377,229,175,466,559,375,373,277,351,0.571097644,0.513134433,0.299121808,0.557019255,0.680701277,0.390439878,0.467003867,0.341273994,0.603559749,18.92826118,18.29620123,16.74918869,19.22313856,19.28262158,16.86291537,17.48502926,15.00006273,18.43069154,4.93207265,4.760630866,3.236079846,5.291133342,5.38822958,3.565274515,4.02993027,3.59366469,4.854800523,4.986376524,4.36752729,3.063929451,5.091393868,5.94350475,3.811175846,4.349707146,3.17276183,5.450748923,15.05377902,13.52017811,8.99353789,14.34178147,17.55847793,10.68387691,12.73885136,9.480942588,15.99424012,1
-0.841718148,-1.117066113,-1.048848965,-0.594261803,-0.674284809,0.018039791,-1.073185399,0.217472645,-0.841674694,5.530866035,5.014430598,5.226495456,4.900026637,3.738481644,5.564034087,5.266950562,7.055389854,7.023433,441,466,405,488,569,458,444,460,414,0.630638257,0.657048617,0.640240949,0.656828199,0.814710741,0.676074157,0.6630202,0.62372062,0.549029701,23.71121509,25.29718477,25.89683219,22.57049044,24.10886522,22.80545088,24.80479188,24.33282812,26.75555758,5.171382833,5.404735091,5.368804417,5.041042296,6.268100519,5.230562603,4.96656746,4.746605807,4.271310019,5.538277351,5.759488945,5.452743978,5.654131076,7.453141551,6.008553747,5.73395559,5.595924232,4.308361407,16.44637705,17.04716544,16.61194301,17.66751572,22.18472654,18.22816967,17.56669915,16.44289695,13.94490683,1
1.221976219,2.019652325,2.12751293,0.976752182,1.6611917,0.873267266,1.604814719,0.598517373,0.874201633,3.957588942,5.940373674,5.763737284,3.768604258,3.128657307,2.55596869,2.45288067,3.071017435,2.933770241,247,207,193,355,227,359,277,313,331,0.380571483,0.263501736,0.251131239,0.486827027,0.490495154,0.459394465,0.510073385,0.420277681,0.389523048,18.58302706,18.26148279,18.2995298,19.92018473,19.24974431,20.56698128,20.82813506,21.86275998,21.6165933,4.768708154,3.443244313,3.126333729,5.439519409,6.146508589,4.644698957,5.412196407,4.279036368,3.971368016,3.888771872,2.830648161,2.551297689,4.587317822,5.353287964,4.289484357,5.350214012,3.791130486,3.814871883,8.946413752,6.772908435,6.447021357,12.21517118,11.34654018,11.37350984,12.17184117,10.44564856,9.470697691,1
2.280930646,3.933708326,4.283907885,2.235601278,2.555849011,2.809610469,2.902088713,2.743993691,2.830872176,6.255534588,12.29618753,11.65676213,6.59416254,4.887935019,6.383853938,4.833496149,5.135440165,3.723179193,207,173,81,191,129,123,97,121,69,0.177021619,0.117199341,0.107574894,0.168694874,0.165398883,0.153410114,0.161598504,0.170803306,0.196181614,16.50219441,16.14623464,15.7906163,16.07674042,15.9730133,15.97847567,16.09199627,16.76398723,16.72823518,2.275476425,1.826597661,1.774859897,2.26742069,2.005782105,2.022755576,1.995387469,2.298906072,2.358031506,2.052701023,1.482471445,1.46388618,2.079351078,1.94595333,1.920162984,1.955845084,2.137873112,2.360786289,5.808647926,4.058028864,3.710521463,5.603575116,5.591137965,5.048279865,5.491154546,5.606034241,6.118169471,1
0.099269204,-0.016252239,-0.411450112,0.521230164,-0.680097377,0.902118721,-0.648172856,0.697388024,-0.787003185,4.769056858,5.377584607,4.129617715,4.248117921,3.659848513,2.305191014,2.835387065,2.09413098,2.412180812,334,253,246,290,202,319,256,283,224,0.375556148,0.295402515,0.334225432,0.380423276,0.342936577,0.453306247,0.365581291,0.435235547,0.400625126,20.49962827,19.85610347,21.30104061,21.93470078,20.81948254,23.44767216,21.07498465,24.46561449,21.82004075,4.892431855,4.330524464,4.653545407,4.639250741,4.655193725,5.169362777,4.889743734,4.716105942,5.018412017,3.575422365,2.783444872,2.949921884,3.754755464,3.187518399,4.400091427,3.253899637,4.131672216,3.495858791,9.184425016,6.808632108,7.531585071,9.011258923,8.318725771,10.74942752,8.705111872,10.24507495,9.407747205,1
0.375996444,0.543058186,0.711816495,0.026287549,0.545541716,0.509616431,0.75213694,0.686543159,0.824750738,2.656492313,3.814630121,3.930902142,3.16696395,2.654052715,2.829233647,2.082905757,2.160172058,1.805792959,323,323,313,403,337,313,327,381,361,0.350191798,0.287689446,0.278848707,0.384454852,0.357619334,0.331729565,0.402019535,0.404381198,0.413687021,19.23558119,18.04284978,17.72969718,18.48533282,18.78959704,18.74775408,20.58946088,20.9932166,21.55492733,5.194440009,4.565963358,4.477674252,4.676754633,4.831291296,4.713227841,5.38139072,5.425938333,5.915364727,3.173025092,2.68160179,2.661148657,3.517788375,3.125732172,3.120632105,3.344705998,3.661786702,3.733280121,8.652593238,7.102458115,6.657361199,10.40331016,8.980185468,8.209712148,9.581311124,9.440534605,9.404848204,1
